id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EIF3G	4	0.028156	0.064414	1.0	44	3	-1.2216	0.98132	0.98132	1.0	535	0	-1.2216
RPS9	5	0.029363	0.084081	1.0	45	4	-0.45356	0.9925	0.99217	1.0	543	0	-0.45356
candidate555	5	0.031974	0.091756	1.0	46	4	-0.32189	0.99182	0.99185	1.0	542	0	-0.32189
candidate70	5	0.03211	0.091766	1.0	47	3	-0.5212	0.14617	0.20302	0.75544	149	2	-0.5212
RPS7	5	0.033647	0.094162	1.0	48	4	-0.27006	0.99367	0.99318	1.0	546	0	-0.27006
TSSBECN1	3	0.034808	0.082754	1.0	49	2	-0.88376	0.92543	0.92343	1.0	505	0	-0.88376
XPA	5	0.035101	0.099302	1.0	50	1	-0.058872	0.90219	0.84946	1.0	498	0	-0.058872
RPL21	5	0.036053	0.099312	1.0	51	3	-0.25631	0.25646	0.31897	0.875377	220	1	-0.25631
candidate604	4	0.036859	0.094519	1.0	52	2	-0.38088	0.65124	0.62848	1.0	376	1	-0.38088
candidate687	4	0.038485	0.094529	1.0	53	2	-0.24424	0.51908	0.52926	0.987741	323	1	-0.24424
AKT1	3	0.041403	0.084239	1.0	54	2	-0.48574	0.81681	0.73479	1.0	455	0	-0.48574
candidate507	6	0.041483	0.1151	1.0	55	2	0.1015	0.80226	0.77965	1.0	445	1	0.1015
candidate510	5	0.041565	0.11704	1.0	56	3	-0.47626	0.81064	0.77904	1.0	452	1	-0.47626
candidate732	5	0.042673	0.11935	1.0	57	3	-0.29587	0.8891	0.84567	1.0	490	0	-0.29587
ADAT1	4	0.043892	0.10922	1.0	58	3	-0.50461	0.98796	0.98653	1.0	540	0	-0.50461
TSSTGFB1	3	0.04716	0.089023	1.0	59	2	-0.88376	0.023486	0.037131	0.659318	35	1	-0.88376
TSSKEAP1	5	0.051319	0.13499	1.0	60	3	-0.80202	0.10452	0.16472	0.722229	122	2	-0.80202
candidate663	4	0.055223	0.12072	1.0	61	3	-0.57354	0.094241	0.14255	0.719822	115	1	-0.57354
TSSSPHK1	3	0.056918	0.11638	1.0	62	2	-0.6967	0.96467	0.96138	1.0	520	0	-0.6967
candidate518	6	0.057465	0.16676	1.0	63	1	0.080015	0.22514	0.3025	0.852697	202	2	0.080015
candidate756	5	0.057743	0.14398	1.0	64	3	-0.40985	0.69892	0.68538	1.0	390	1	-0.40985
candidate736	5	0.059171	0.14399	1.0	65	1	0.034787	0.35704	0.44147	0.987741	258	2	0.034787
candidate90	3	0.059407	0.12485	1.0	66	1	-0.095864	0.50257	0.48232	0.987741	315	1	-0.095864
ATR	4	0.059443	0.12799	1.0	67	1	-0.29487	0.90162	0.83187	1.0	497	0	-0.29487
candidate93	4	0.060129	0.12964	1.0	68	3	-0.4889	0.95737	0.95126	1.0	513	0	-0.4889
TSSGLTSCR2	4	0.060913	0.13362	1.0	69	1	-0.25117	0.16363	0.20146	0.75544	166	1	-0.25117
TSSABCA13	4	0.061677	0.13362	1.0	70	2	-0.81866	0.57796	0.57595	1.0	346	1	-0.81866
PRDM1	2	0.062404	0.1198	1.0	71	2	-1.044	0.9376	0.93669	1.0	507	0	-1.044
candidate591	5	0.062831	0.14842	1.0	72	2	-0.27299	0.69073	0.68093	1.0	388	1	-0.27299
RPL37	4	0.065311	0.14027	1.0	73	1	-0.055296	0.74427	0.70666	1.0	408	1	-0.055296
candidate726	4	0.066169	0.14133	1.0	74	3	-0.50539	0.19679	0.22934	0.793502	191	1	-0.50539
LCP1	3	0.066395	0.14365	1.0	75	2	-0.93373	0.62739	0.59582	1.0	364	1	-0.93373
candidate600	5	0.06648	0.15682	1.0	76	2	-0.32189	0.25342	0.3111	0.861497	218	1	-0.32189
candidate505	6	0.06833	0.18528	1.0	77	4	-0.43436	0.24613	0.33053	0.87795	213	1	-0.43436
candidate539	7	0.069695	0.19757	1.0	78	3	-0.20625	0.057993	0.1091	0.719822	79	3	-0.20625
candidate630	4	0.070432	0.162	1.0	79	3	-0.46879	0.50288	0.51898	0.987741	316	1	-0.46879
candidate796	4	0.071166	0.162	1.0	80	2	-0.5797	0.64914	0.62848	1.0	375	1	-0.5797
candidate673	6	0.071341	0.18859	1.0	81	3	-0.41408	0.80226	0.77965	1.0	446	1	-0.41408
TSSRPL8	2	0.071425	0.14398	1.0	82	1	-0.50621	0.67745	0.58744	1.0	383	0	-0.50621
TSSCLEC2B	3	0.071685	0.14571	1.0	83	2	-0.31357	0.44697	0.45494	0.987741	298	1	-0.31357
candidate63	7	0.071784	0.20101	1.0	84	2	-0.35986	0.21433	0.29768	0.852697	197	1	-0.35986
candidate786	6	0.072749	0.19045	1.0	85	1	-0.084236	0.97593	0.94732	1.0	532	0	-0.084236
candidate533	5	0.073584	0.16144	1.0	86	3	-0.28736	0.17972	0.24246	0.793502	177	2	-0.28736
candidate733	5	0.073735	0.1633	1.0	87	3	-0.63417	0.71195	0.70478	1.0	395	1	-0.63417
candidate588	4	0.075514	0.16201	1.0	88	1	-0.33477	0.41253	0.46648	0.987741	278	1	-0.33477
TSSDAG1	3	0.080109	0.15876	1.0	89	2	-0.95103	0.33603	0.35086	0.902203	252	1	-0.95103
PTCH1	5	0.085546	0.18308	1.0	90	3	-0.77955	0.89683	0.84945	1.0	495	0	-0.77955
candidate502	5	0.08739	0.19673	1.0	91	3	-0.38464	0.95863	0.92551	1.0	516	0	-0.38464
candidate666	5	0.087835	0.19805	1.0	92	2	-0.30114	0.035101	0.060789	0.710432	49	2	-0.30114
candidate547	5	0.088134	0.19937	1.0	93	1	0.00063998	0.67733	0.68092	1.0	382	1	0.00063998
candidate729	5	0.08992	0.19938	1.0	94	2	-0.17032	0.1823	0.24549	0.794561	179	1	-0.17032
candidate677	5	0.090764	0.2004	1.0	95	3	-0.3463	0.022461	0.043093	0.659318	34	2	-0.3463
GRIA2	3	0.090839	0.17293	1.0	96	2	-0.37643	0.75212	0.67946	1.0	417	0	-0.37643
candidate509	4	0.091379	0.20973	1.0	97	1	-0.077723	0.047624	0.078496	0.719822	64	1	-0.077723
candidate524	4	0.091725	0.21076	1.0	98	2	-0.3155	0.86849	0.79823	1.0	485	0	-0.3155
candidate759	6	0.092445	0.21288	1.0	99	2	0.38855	0.044359	0.069256	0.710432	61	4	0.38855
candidate59	5	0.09286	0.20142	1.0	100	3	-0.20551	0.85853	0.81618	1.0	482	0	-0.20551
candidate614	5	0.093243	0.20142	1.0	101	3	-0.23849	0.042559	0.084457	0.719822	55	2	-0.23849
candidate667	4	0.094553	0.21181	1.0	102	2	0.029732	0.091725	0.14145	0.719822	114	2	0.029732
TSSCCND1	4	0.098856	0.22528	1.0	103	2	-0.44733	0.43292	0.47162	0.987741	292	1	-0.44733
ETV6	5	0.10058	0.23775	1.0	104	3	-0.19703	0.7509	0.72303	1.0	416	1	-0.19703
IK	3	0.10102	0.19684	1.0	105	2	-0.49183	0.8386	0.75629	1.0	467	0	-0.49183
candidate530	4	0.10137	0.22873	1.0	106	2	-0.12582	0.86111	0.79424	1.0	484	0	-0.12582
CADM1	2	0.10159	0.17353	1.0	107	1	-0.61831	0.27606	0.25591	0.803155	228	1	-0.61831
candidate972	4	0.10421	0.23129	1.0	108	1	0.17092	0.32469	0.39678	0.95497	246	2	0.17092
candidate653	4	0.10594	0.23129	1.0	109	2	-0.29069	0.72492	0.69684	1.0	402	1	-0.29069
TSSAAVS1	19	0.10679	0.346	1.0	110	5	-0.071638	0.41813	0.60545	1.0	283	2	-0.071638
candidate52	4	0.10704	0.23129	1.0	111	2	-0.26766	0.75274	0.72755	1.0	418	1	-0.26766
candidate694	6	0.10728	0.24475	1.0	112	3	0.16957	0.032314	0.057908	0.710432	46	3	0.16957
PAX5	3	0.10843	0.19906	1.0	113	2	-0.38228	0.85496	0.80201	1.0	480	0	-0.38228
candidate735	4	0.11092	0.2313	1.0	114	2	-0.22887	0.5405	0.55255	0.997533	334	1	-0.22887
PLK1	2	0.11431	0.1827	1.0	115	1	-0.34331	0.49238	0.45284	0.987741	311	1	-0.34331
candidate668	4	0.11599	0.24372	1.0	116	2	-0.1847	0.12528	0.16184	0.722229	140	1	-0.1847
candidate778	5	0.11638	0.26364	1.0	117	1	0.34161	0.059829	0.10148	0.719822	82	3	0.34161
candidate753	6	0.1171	0.25978	1.0	118	3	-0.35887	0.53132	0.62083	1.0	331	2	-0.35887
FSIP1	5	0.11899	0.27292	1.0	119	1	0.093132	0.24228	0.30374	0.852697	210	2	0.093132
SNAPC5	3	0.11916	0.22098	1.0	120	2	-0.64906	0.82615	0.73904	1.0	459	0	-0.64906
candidate568	5	0.11992	0.27944	1.0	121	2	-0.27299	0.72281	0.70707	1.0	401	1	-0.27299
candidate977	4	0.12166	0.25102	1.0	122	2	-0.19596	0.24778	0.29637	0.852697	215	2	-0.19596
RPL5	5	0.12246	0.28414	1.0	123	1	0.41504	0.19533	0.25538	0.803155	188	2	0.41504
SRGAP2	4	0.12296	0.25977	1.0	124	2	-0.37038	0.94735	0.93222	1.0	509	0	-0.37038
RPS15A	3	0.12309	0.22329	1.0	125	2	-0.66287	0.01093	0.011829	0.436995	17	1	-0.66287
candidate71	3	0.127	0.22558	1.0	126	2	-0.51653	0.00057726	0.00053971	0.330303	1	1	-0.51653
PCDHGC4	3	0.12707	0.22558	1.0	127	2	-0.33586	0.15569	0.1776	0.734419	161	1	-0.33586
candidate609	4	0.12716	0.26094	1.0	128	2	-0.14198	0.41716	0.46648	0.987741	282	1	-0.14198
candidate772	5	0.12805	0.28526	1.0	129	2	0.085346	0.12739	0.18916	0.75544	143	2	0.085346
candidate634	6	0.12867	0.28669	1.0	130	3	-0.16592	0.012938	0.02093	0.441693	21	2	-0.16592
candidate658	5	0.12981	0.28637	1.0	131	3	-0.35709	0.064112	0.10149	0.719822	86	2	-0.35709
candidate554	4	0.13222	0.27361	1.0	132	1	0.039659	0.84429	0.78091	1.0	474	0	0.039659
candidate622	5	0.13371	0.289	1.0	133	3	-0.45063	0.95817	0.92434	1.0	515	0	-0.45063
candidate933	5	0.13815	0.29156	1.0	134	3	-0.41501	0.88541	0.83784	1.0	489	0	-0.41501
WT1	5	0.13815	0.29156	1.0	135	3	-0.41501	0.012447	0.015681	0.436995	19	2	-0.41501
candidate508	4	0.13913	0.27627	1.0	136	1	0.061491	0.55367	0.57087	1.0	338	1	0.061491
TSSMSMO1	2	0.1402	0.20669	1.0	137	1	-0.84569	0.74478	0.70384	1.0	409	0	-0.84569
OSBPL3	6	0.14107	0.3117	1.0	138	2	0.31008	0.074165	0.13492	0.719822	94	3	0.31008
candidate997	4	0.14333	0.27628	1.0	139	2	-0.047814	0.23729	0.2883	0.852364	206	2	-0.047814
candidate686	3	0.14429	0.24874	1.0	140	2	-0.51653	0.59162	0.55221	0.997533	351	1	-0.51653
TGFB1	5	0.14553	0.31206	1.0	141	3	-0.3999	0.26975	0.33712	0.87795	224	2	-0.3999
candidate992	4	0.14599	0.27952	1.0	142	1	0.14284	0.10152	0.14471	0.719822	119	2	0.14284
ADAM17	4	0.14599	0.27952	1.0	143	1	-0.13542	0.88917	0.8224	1.0	491	0	-0.13542
candidate550	5	0.14722	0.31206	1.0	144	3	-0.2484	0.5601	0.6008	1.0	342	1	-0.2484
NF1	5	0.14731	0.31206	1.0	145	2	-0.3723	0.44547	0.52096	0.987741	297	1	-0.3723
TSSRNF43	2	0.14804	0.21168	1.0	146	1	0.064474	0.029419	0.040082	0.659318	44	1	0.064474
candidate722	4	0.14914	0.28276	1.0	147	2	-0.031308	0.085634	0.14034	0.719822	109	2	-0.031308
candidate620	6	0.15015	0.3232	1.0	148	1	-0.12809	0.54949	0.63024	1.0	336	2	-0.12809
candidate513	6	0.15015	0.32434	1.0	149	3	-0.39477	0.4166	0.50237	0.987741	281	2	-0.39477
candidate676	4	0.15362	0.28972	1.0	150	2	-0.19713	0.7953	0.74793	1.0	443	0	-0.19713
candidate763	3	0.15409	0.26264	1.0	151	2	-0.57662	0.19628	0.23643	0.793502	189	1	-0.57662
candidate774	6	0.15417	0.32549	1.0	152	3	-0.26019	0.035695	0.062413	0.710432	50	2	-0.26019
candidate94	4	0.15418	0.28972	1.0	153	2	-0.12089	0.2832	0.33689	0.87795	231	1	-0.12089
candidate563	5	0.15558	0.33895	1.0	154	3	-0.32574	0.38146	0.45732	0.987741	266	1	-0.32574
candidate795	5	0.15659	0.33896	1.0	155	1	0.09747	0.58734	0.61446	1.0	348	1	0.09747
candidate590	4	0.15729	0.28973	1.0	156	2	0.04032	0.1211	0.15643	0.719822	138	2	0.04032
candidate955	3	0.15981	0.26546	1.0	157	1	-0.15198	0.81532	0.73479	1.0	453	0	-0.15198
candidate613	4	0.16161	0.29235	1.0	158	1	0.34152	0.13896	0.179	0.735225	146	2	0.34152
candidate639	5	0.16186	0.35067	1.0	159	3	-0.32341	0.61004	0.62869	1.0	356	1	-0.32341
RPL3	6	0.16615	0.33941	1.0	160	2	-0.22312	0.5426	0.62555	1.0	335	2	-0.22312
candidate681	7	0.16714	0.3597	1.0	161	1	0.6612	0.058948	0.10911	0.719822	80	4	0.6612
candidate701	5	0.1693	0.35737	1.0	162	3	-0.27299	0.18721	0.24869	0.796843	181	1	-0.27299
candidate541	4	0.17168	0.30034	1.0	163	1	-0.12102	0.80833	0.74794	1.0	451	0	-0.12102
candidate610	4	0.1734	0.3015	1.0	164	2	-0.089174	0.79224	0.74287	1.0	442	0	-0.089174
candidate601	4	0.1734	0.3015	1.0	165	2	-0.23473	0.96286	0.95938	1.0	518	0	-0.23473
candidate642	4	0.17635	0.30266	1.0	166	1	-0.079998	0.83412	0.7809	1.0	464	0	-0.079998
candidate76	4	0.17662	0.30266	1.0	167	2	-0.32379	0.97861	0.97897	1.0	534	0	-0.32379
TSSPPIL2	4	0.17838	0.30554	1.0	168	2	0.013905	0.322	0.39677	0.95497	244	2	0.013905
candidate615	4	0.18045	0.30555	1.0	169	2	0.31981	0.00426	0.0052337	0.436995	5	2	0.31981
candidate655	4	0.181	0.30555	1.0	170	1	0.11933	0.21966	0.26167	0.817053	200	2	0.11933
candidate608	5	0.18263	0.3733	1.0	171	2	-0.1699	0.81986	0.78369	1.0	457	1	-0.1699
TSSEIF5B	3	0.18273	0.31036	1.0	172	1	-0.096837	0.51265	0.48759	0.987741	321	1	-0.096837
candidate595	4	0.18431	0.31196	1.0	173	1	0.054111	0.30791	0.37983	0.95497	239	2	0.054111
FAM188A	4	0.1846	0.31196	1.0	174	2	-0.29778	0.68164	0.65508	1.0	384	1	-0.29778
TSSPLXNB2	3	0.18626	0.31353	1.0	175	1	0.57877	0.073754	0.096073	0.719822	91	2	0.57877
candidate958	4	0.18629	0.31197	1.0	176	2	-0.21834	0.71604	0.67372	1.0	398	1	-0.21834
candidate938	3	0.19086	0.31889	1.0	177	2	-0.28291	0.91584	0.91104	1.0	500	0	-0.28291
candidate571	4	0.19207	0.31477	1.0	178	2	-0.12816	0.87166	0.80023	1.0	486	0	-0.12816
ATP7B	3	0.19553	0.32426	1.0	179	2	-0.20274	0.25991	0.30203	0.852697	221	1	-0.20274
candidate636	5	0.19624	0.38838	1.0	180	2	-0.19637	0.82848	0.80186	1.0	460	0	-0.19637
candidate782	5	0.20017	0.39117	1.0	181	2	-0.11268	0.77666	0.74196	1.0	432	1	-0.11268
candidate607	5	0.20109	0.39117	1.0	182	2	-0.17857	0.30379	0.37272	0.950442	238	1	-0.17857
candidate98	3	0.20119	0.32427	1.0	183	2	-0.24595	0.89297	0.87579	1.0	493	0	-0.24595
unknown466	4	0.20135	0.33025	1.0	184	1	-0.06145	0.60586	0.59175	1.0	355	1	-0.06145
TSSC1R	3	0.20275	0.32427	1.0	185	1	0.10154	0.3832	0.38359	0.95497	267	1	0.10154
TSSBCL6B	3	0.20332	0.32427	1.0	186	2	-0.40805	0.97058	0.96946	1.0	524	0	-0.40805
CCND1	4	0.20395	0.33025	1.0	187	2	-0.2919	0.37607	0.43909	0.987741	264	1	-0.2919
TSSALDH16A1	2	0.20428	0.24013	1.0	188	1	-0.10108	0.40441	0.37664	0.952504	274	1	-0.10108
candidate675	4	0.20589	0.33026	1.0	189	2	-0.30761	0.22387	0.27807	0.838349	201	1	-0.30761
candidate775	5	0.20818	0.39117	1.0	190	1	0.33599	0.10453	0.16473	0.722229	123	3	0.33599
candidate746	5	0.20934	0.39117	1.0	191	2	0.11594	0.45037	0.52559	0.987741	300	2	0.11594
ANKRD22	4	0.21097	0.33358	1.0	192	2	-0.12165	0.76415	0.72756	1.0	422	0	-0.12165
PLXNB2	4	0.21106	0.3369	1.0	193	1	0.16637	0.3022	0.37553	0.952504	237	1	0.16637
candidate682	6	0.21164	0.4305	1.0	194	2	0.089034	0.0057598	0.0086304	0.436995	6	1	0.089034
TSSCLSTN3	3	0.21194	0.34053	1.0	195	2	-0.2985	0.58939	0.54954	0.997533	349	1	-0.2985
candidate520	3	0.21706	0.34872	1.0	196	1	-0.15008	0.91913	0.91727	1.0	502	0	-0.15008
candidate6	6	0.21726	0.43182	1.0	197	3	-0.3067	0.85937	0.83657	1.0	483	1	-0.3067
RPL30	3	0.21848	0.35195	1.0	198	2	-0.35752	0.96821	0.96616	1.0	522	0	-0.35752
candidate762	6	0.22063	0.43927	1.0	199	2	0.014043	0.19934	0.26601	0.822391	193	2	0.014043
candidate643	6	0.22165	0.43927	1.0	200	3	-0.26703	0.95754	0.91712	1.0	514	0	-0.26703
CLSTN2	4	0.2226	0.34939	1.0	201	1	0.086065	0.62981	0.6179	1.0	365	1	0.086065
ADAMTSL3	6	0.22302	0.43927	1.0	202	1	0.07598	0.24725	0.33406	0.87795	214	3	0.07598
candidate570	4	0.22387	0.34939	1.0	203	2	0.030403	0.078414	0.13457	0.719822	96	2	0.030403
PPAP2C	5	0.22454	0.39821	1.0	204	2	-0.29543	0.27848	0.34408	0.888518	229	2	-0.29543
candidate901	4	0.22641	0.35249	1.0	205	1	0.26467	0.10942	0.15147	0.719822	127	2	0.26467
candidate739	6	0.2315	0.44071	1.0	206	2	-0.10439	0.83374	0.80377	1.0	462	1	-0.10439
candidate597	5	0.23222	0.39822	1.0	207	2	-0.28805	0.97086	0.95617	1.0	526	0	-0.28805
PPP1R2P9	5	0.23415	0.39822	1.0	208	2	-0.10618	0.97354	0.96424	1.0	530	0	-0.10618
TSSERCC1	3	0.23652	0.36309	1.0	209	1	-0.35986	0.89453	0.8758	1.0	494	0	-0.35986
DSCAML1	4	0.24079	0.38303	1.0	210	2	-0.21049	0.46732	0.49267	0.987741	306	1	-0.21049
candidate784	5	0.24269	0.40735	1.0	211	1	0.23268	0.24346	0.30374	0.852697	211	2	0.23268
candidate705	4	0.24279	0.38464	1.0	212	1	0.15156	0.43191	0.47162	0.987741	291	1	0.15156
RPL34	4	0.24559	0.38465	1.0	213	2	-0.0053528	0.76467	0.72756	1.0	423	0	-0.0053528
candidate575	5	0.24774	0.40979	1.0	214	2	-0.10431	0.35549	0.43698	0.987741	257	1	-0.10431
candidate68	4	0.25274	0.40648	1.0	215	1	0.011846	0.77641	0.73788	1.0	431	0	0.011846
TSSNF1	3	0.25327	0.37747	1.0	216	1	-0.11162	0.70703	0.64443	1.0	394	0	-0.11162
candidate708	4	0.25398	0.40648	1.0	217	2	-0.092573	0.4654	0.49267	0.987741	304	1	-0.092573
candidate515	5	0.25646	0.41795	1.0	218	1	-0.063837	0.40126	0.46327	0.987741	271	2	-0.063837
candidate780	3	0.2566	0.37747	1.0	219	1	0.093126	0.5992	0.55222	0.997533	354	1	0.093126
TSSBCL2L1	2	0.25727	0.28779	1.0	220	1	-0.046375	0.13341	0.13845	0.719822	145	1	-0.046375
ASAP	5	0.26028	0.42751	1.0	221	2	-0.051639	0.21843	0.29564	0.852697	199	2	-0.051639
TSSLCP1	4	0.26042	0.40649	1.0	222	2	-0.39831	0.97079	0.97176	1.0	525	0	-0.39831
RNF43	4	0.26921	0.4187	1.0	223	2	-0.39895	0.52572	0.53421	0.987741	326	1	-0.39895
TSSRPL3	3	0.27352	0.37748	1.0	224	1	-0.058872	0.46695	0.46036	0.987741	305	1	-0.058872
ALDH16A1	4	0.27416	0.42552	1.0	225	1	-0.17682	0.10279	0.149	0.719822	120	1	-0.17682
candidate566	4	0.27871	0.4346	1.0	226	2	-0.18987	0.77314	0.72756	1.0	428	0	-0.18987
candidate65	6	0.28014	0.48911	1.0	227	2	0.30502	0.08342	0.15635	0.719822	105	3	0.30502
candidate946	4	0.28102	0.4365	1.0	228	2	-0.16151	0.96364	0.95939	1.0	519	0	-0.16151
candidate714	4	0.2832	0.4384	1.0	229	1	0.0029724	0.80722	0.74794	1.0	449	0	0.0029724
candidate719	3	0.28466	0.38267	1.0	230	1	0.052491	0.47975	0.46583	0.987741	308	1	0.052491
HNRNPM	4	0.2853	0.43841	1.0	231	2	-0.27934	0.53445	0.54484	0.997533	333	1	-0.27934
DAG1	4	0.2853	0.43841	1.0	232	2	-0.22898	0.40942	0.46071	0.987741	276	1	-0.22898
candidate60	3	0.28651	0.38268	1.0	233	1	-0.20433	0.84931	0.78547	1.0	476	0	-0.20433
candidate731	5	0.28764	0.4532	1.0	234	2	0.6855	0.021219	0.041578	0.659318	32	3	0.6855
candidate787	4	0.28798	0.44551	1.0	235	1	0.26053	0.045643	0.075901	0.719822	62	2	0.26053
RPL18A	4	0.29225	0.44938	1.0	236	2	-0.38208	0.17568	0.21561	0.785444	172	1	-0.38208
candidate585	4	0.29591	0.44939	1.0	237	2	-0.03405	0.65749	0.62849	1.0	378	1	-0.03405
candidate740	4	0.30023	0.45462	1.0	238	2	-0.15432	0.8503	0.78558	1.0	478	0	-0.15432
candidate684	4	0.30991	0.46762	1.0	239	2	0.11118	0.12849	0.16464	0.722229	144	2	0.11118
TSSPCDHGC4	3	0.31426	0.40712	1.0	240	1	0.35956	0.11509	0.13305	0.719822	133	2	0.35956
RPL37A	5	0.31453	0.47583	1.0	241	2	-0.32005	0.61545	0.63792	1.0	359	1	-0.32005
candidate564	4	0.31931	0.47265	1.0	242	2	-0.37358	0.3334	0.40102	0.95497	250	1	-0.37358
TSSFAM188A	2	0.32055	0.33917	1.0	243	1	0.10146	0.18771	0.18701	0.75297	182	1	0.10146
LATS1	4	0.32254	0.47266	1.0	244	1	0.1375	0.2853	0.3369	0.87795	233	2	0.1375
TSSTGFBR2	4	0.32254	0.47266	1.0	245	1	0.28688	0.074062	0.11541	0.719822	92	2	0.28688
candidate764	2	0.3234	0.33918	1.0	246	1	-0.16846	0.62332	0.54084	0.996979	361	0	-0.16846
