id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
candidate746	5	0.040576	0.079595	0.957419	48	2	-0.30302	0.81503	0.76754	1.0	444	0	-0.30302
SRGAP2	4	0.041547	0.067513	0.918316	49	1	-0.30966	0.91047	0.88323	1.0	498	0	-0.30966
LATS1	4	0.043033	0.067523	0.918316	50	1	0.31278	0.016212	0.033378	0.628046	21	2	0.31278
candidate635	6	0.044065	0.10118	0.998778	51	1	0.11352	0.83576	0.80808	1.0	458	0	0.11352
XPA	5	0.044282	0.084695	0.957419	52	2	-0.11183	0.32429	0.34625	0.996151	199	1	-0.11183
candidate7	5	0.047055	0.087626	0.957419	53	1	0.061886	0.64747	0.61344	1.0	347	0	0.061886
candidate655	4	0.04748	0.075931	0.957419	54	1	-0.14573	0.1818	0.21992	0.857267	149	1	-0.14573
TSSC1R	3	0.050358	0.088904	0.957419	55	1	0.080484	0.80873	0.78646	1.0	439	0	0.080484
candidate524	4	0.051519	0.078852	0.957419	56	2	-0.40652	0.94882	0.93689	1.0	521	0	-0.40652
candidate685	5	0.052472	0.090508	0.957419	57	2	-0.36294	0.7547	0.72689	1.0	409	0	-0.36294
candidate720	3	0.054052	0.088914	0.957419	58	2	-0.44719	0.41903	0.3915	0.996151	234	1	-0.44719
candidate547	5	0.055333	0.090508	0.957419	59	1	0.0085533	0.61733	0.59681	1.0	332	1	0.0085533
candidate52	4	0.056329	0.090736	0.957419	60	1	-0.14037	0.48698	0.43735	1.0	272	1	-0.14037
PLXNB2	4	0.059265	0.097153	0.974714	61	1	0.26413	0.062327	0.077723	0.686257	67	2	0.26413
ADAM17	4	0.06073	0.097153	0.974714	62	2	-0.27461	0.95314	0.94017	1.0	524	0	-0.27461
TSSRPL3	3	0.068043	0.13668	1.0	63	1	-0.36294	0.45359	0.42083	0.996151	258	0	-0.36294
candidate682	6	0.0682	0.12567	1.0	64	1	-0.054025	0.38911	0.43946	1.0	225	1	-0.054025
candidate576	7	0.071363	0.14956	1.0	65	2	-0.10545	0.13989	0.19507	0.810667	126	1	-0.10545
candidate59	5	0.071717	0.12231	1.0	66	1	-0.014317	0.92202	0.89553	1.0	504	0	-0.014317
TSSKEAP1	5	0.081404	0.14016	1.0	67	2	-0.52547	0.010508	0.025852	0.628046	14	1	-0.52547
TSSSNAPC5	3	0.085506	0.15033	1.0	68	1	-0.23476	0.93653	0.92114	1.0	513	0	-0.23476
CLEC2B	3	0.085506	0.15033	1.0	69	1	0.081329	0.049246	0.066295	0.686257	56	1	0.081329
candidate58	5	0.089655	0.14878	1.0	70	1	-0.016662	0.87493	0.82499	1.0	483	0	-0.016662
candidate539	7	0.094018	0.18614	1.0	71	2	-0.069083	0.11156	0.18146	0.787599	110	3	-0.069083
TSSPCDHGC4	3	0.094155	0.15724	1.0	72	1	-0.15739	0.62843	0.58258	1.0	335	0	-0.15739
candidate676	4	0.09681	0.19316	1.0	73	1	-0.24536	0.30957	0.30056	0.971512	195	1	-0.24536
candidate701	5	0.097012	0.18336	1.0	74	2	0.22406	0.19563	0.23734	0.859512	154	2	0.22406
candidate62	4	0.097593	0.19316	1.0	75	2	-0.43993	0.67641	0.64529	1.0	363	0	-0.43993
candidate589	4	0.098231	0.19316	1.0	76	2	-0.096171	0.57551	0.54847	1.0	313	0	-0.096171
candidate572	4	0.099032	0.19316	1.0	77	2	-0.40907	0.97611	0.96907	1.0	537	0	-0.40907
PTCH1	5	0.099407	0.18742	1.0	78	2	-0.24865	0.94839	0.92902	1.0	520	0	-0.24865
candidate780	4	0.10024	0.19316	1.0	79	2	-0.23068	0.78934	0.72711	1.0	424	0	-0.23068
RPSA	2	0.10201	0.11636	1.0	80	1	-0.46232	0.87058	0.84285	1.0	480	0	-0.46232
RPL13	5	0.10204	0.18743	1.0	81	1	0.042411	0.70641	0.6806	1.0	381	0	0.042411
candidate984	5	0.10243	0.18743	1.0	82	2	-0.0064282	0.46855	0.43829	1.0	266	1	-0.0064282
GRIA2	3	0.10382	0.15725	1.0	83	1	-0.48695	0.42542	0.39834	0.996151	237	1	-0.48695
candidate530	4	0.10531	0.2035	1.0	84	1	0.0024502	0.83516	0.78464	1.0	457	0	0.0024502
candidate563	5	0.10795	0.20558	1.0	85	2	-0.021321	0.57558	0.53035	1.0	314	1	-0.021321
TSSLATS1	3	0.10809	0.16445	1.0	86	1	-0.14999	0.84842	0.81561	1.0	468	0	-0.14999
candidate532	6	0.1082	0.18817	1.0	87	2	-0.11907	0.4519	0.43947	1.0	256	1	-0.11907
candidate641	4	0.11182	0.2159	1.0	88	2	-0.4445	0.99096	0.98697	1.0	546	0	-0.4445
ANKRD22	4	0.11235	0.2159	1.0	89	1	-0.024715	0.81352	0.75703	1.0	442	0	-0.024715
ATM	3	0.11235	0.16446	1.0	90	1	0.1461	0.44118	0.42082	0.996151	248	1	0.1461
candidate600	5	0.11737	0.23702	1.0	91	2	0.16989	0.42557	0.3965	0.996151	238	1	0.16989
candidate502	5	0.11778	0.23702	1.0	92	2	-0.28329	0.33819	0.37219	0.996151	203	1	-0.28329
candidate616	5	0.11864	0.23703	1.0	93	2	0.27698	0.1817	0.2081	0.843408	148	2	0.27698
ETV6	5	0.12379	0.2416	1.0	94	2	-0.22116	0.135	0.16777	0.787599	124	1	-0.22116
candidate987	5	0.1247	0.2416	1.0	95	1	0.085884	0.64914	0.61344	1.0	349	0	0.085884
candidate722	4	0.12492	0.22775	1.0	96	1	0.09132	0.14835	0.1806	0.787599	130	2	0.09132
candidate511	5	0.12814	0.24618	1.0	97	1	-0.3182	0.78036	0.74497	1.0	420	0	-0.3182
candidate550	5	0.12967	0.24618	1.0	98	2	-0.028913	0.28996	0.32914	0.996151	187	1	-0.028913
RPS9	5	0.13099	0.24618	1.0	99	2	-0.19872	0.80434	0.76753	1.0	433	0	-0.19872
candidate663	4	0.13872	0.22776	1.0	100	1	-0.21753	0.095387	0.11472	0.723868	93	1	-0.21753
candidate596	6	0.13913	0.27062	1.0	101	2	0.032698	0.76955	0.7494	1.0	414	0	0.032698
candidate519	3	0.14179	0.18642	1.0	102	1	0.01302	0.46124	0.43485	1.0	263	0	0.01302
candidate510	5	0.14181	0.26434	1.0	103	2	-0.34476	0.84388	0.7879	1.0	466	0	-0.34476
ERCC1	3	0.14283	0.18642	1.0	104	1	-0.33289	0.98204	0.97748	1.0	541	0	-0.33289
TSSATR	4	0.14556	0.23542	1.0	105	1	-0.27809	0.38636	0.34081	0.996151	224	1	-0.27809
AKT1	3	0.14595	0.18642	1.0	106	1	0.021586	0.83907	0.80151	1.0	460	0	0.021586
EIF5B	5	0.14689	0.27324	1.0	107	1	-0.0054837	0.1638	0.1802	0.787599	138	2	-0.0054837
SPHK1	2	0.14796	0.16714	1.0	108	1	-0.35808	0.65733	0.61683	1.0	353	0	-0.35808
candidate739	6	0.14972	0.28004	1.0	109	1	0.0032678	0.95666	0.9383	1.0	527	0	0.0032678
FHOD3	5	0.15026	0.27325	1.0	110	1	0.033003	0.13697	0.17184	0.787599	125	2	0.033003
TSSCLEC2B	3	0.15112	0.18642	1.0	111	1	-0.14537	0.37802	0.34081	0.996151	219	1	-0.14537
NFE2L2	3	0.15318	0.18642	1.0	112	1	-0.33108	0.61701	0.58257	1.0	331	0	-0.33108
candidate753	6	0.15628	0.28472	1.0	113	2	-0.37384	0.21773	0.25426	0.884143	170	1	-0.37384
THADA	5	0.15698	0.28807	1.0	114	1	0.057336	0.022658	0.03928	0.628046	33	2	0.057336
candidate597	5	0.15865	0.28807	1.0	115	1	0.11375	0.786	0.7507	1.0	422	0	0.11375
candidate773	5	0.16098	0.28808	1.0	116	2	-0.40397	0.80949	0.76754	1.0	440	0	-0.40397
candidate782	5	0.16199	0.28808	1.0	117	1	0.10118	0.10906	0.13567	0.757018	105	2	0.10118
candidate533	5	0.1631	0.28808	1.0	118	2	0.048267	0.61555	0.59681	1.0	329	1	0.048267
candidate544	5	0.16365	0.28808	1.0	119	1	0.19905	0.36265	0.37219	0.996151	214	1	0.19905
ASAP	5	0.16532	0.29308	1.0	120	1	0.053925	0.20601	0.2515	0.884143	161	1	0.053925
candidate732	5	0.16876	0.29309	1.0	121	2	-0.15456	0.75407	0.72689	1.0	408	0	-0.15456
candidate620	6	0.1716	0.31837	1.0	122	2	-0.32644	0.70395	0.66739	1.0	378	0	-0.32644
candidate783	6	0.17224	0.31838	1.0	123	2	0.098963	0.79475	0.77432	1.0	426	0	0.098963
candidate756	5	0.17305	0.30157	1.0	124	2	-0.012794	0.40812	0.37997	0.996151	231	1	-0.012794
candidate670	6	0.17309	0.31838	1.0	125	2	0.080277	0.010316	0.033259	0.628046	13	1	0.080277
candidate566	4	0.17651	0.25783	1.0	126	1	-0.27433	0.96703	0.95397	1.0	532	0	-0.27433
candidate509	4	0.18048	0.25783	1.0	127	1	0.01992	0.44084	0.41333	0.996151	247	1	0.01992
RSL24D1	2	0.18093	0.20713	1.0	128	1	-0.20638	0.50823	0.4625	1.0	278	0	-0.20638
candidate681	7	0.18281	0.32773	1.0	129	2	0.37929	0.0085641	0.012978	0.628046	11	3	0.37929
candidate94	4	0.18312	0.25784	1.0	130	1	-0.0070344	0.51075	0.48566	1.0	280	1	-0.0070344
TSSIK	2	0.18578	0.21262	1.0	131	1	-0.30475	0.58317	0.52196	1.0	317	0	-0.30475
candidate645	4	0.18707	0.25784	1.0	132	1	-0.16139	0.072391	0.099896	0.723868	75	1	-0.16139
candidate752	2	0.18786	0.21262	1.0	133	1	-0.19239	0.96572	0.95363	1.0	530	0	-0.19239
candidate529	5	0.1883	0.31517	1.0	134	1	-0.022165	0.69471	0.67351	1.0	376	0	-0.022165
ING5	4	0.18839	0.25784	1.0	135	1	0.65701	0.0058999	0.017929	0.628046	8	3	0.65701
candidate686	3	0.19073	0.22194	1.0	136	1	-0.19034	0.58649	0.55961	1.0	320	0	-0.19034
TSSSLC7A1	3	0.19273	0.22953	1.0	137	1	-0.41211	0.86021	0.82559	1.0	475	0	-0.41211
RRM2B	3	0.19373	0.22954	1.0	138	1	0.14017	0.16446	0.16832	0.787599	139	1	0.14017
OSBPL3	6	0.19558	0.33488	1.0	139	2	0.074773	0.77625	0.74941	1.0	418	0	0.074773
RPL5	5	0.198	0.33156	1.0	140	1	0.08812	0.49575	0.47207	1.0	276	1	0.08812
RPL23A	4	0.20013	0.25784	1.0	141	1	-0.051894	0.59377	0.57073	1.0	325	0	-0.051894
TSSNFE2L2	3	0.20662	0.24379	1.0	142	1	-0.12579	0.014321	0.022752	0.628046	17	1	-0.12579
candidate521	6	0.21773	0.3702	1.0	143	1	0.035247	0.15773	0.1974	0.810799	134	1	0.035247
candidate687	4	0.21943	0.27318	1.0	144	1	-0.23941	0.91072	0.88323	1.0	500	0	-0.23941
candidate507	6	0.22045	0.37021	1.0	145	2	-0.043078	0.76887	0.7494	1.0	413	0	-0.043078
ATR	4	0.2207	0.27318	1.0	146	1	-0.27044	0.65551	0.63895	1.0	352	0	-0.27044
candidate6	6	0.22225	0.37021	1.0	147	2	-0.25599	0.94792	0.92301	1.0	519	0	-0.25599
candidate774	6	0.22334	0.37638	1.0	148	1	-0.061899	0.093947	0.14039	0.757018	92	2	-0.061899
candidate673	6	0.22406	0.37638	1.0	149	2	-0.37235	0.87222	0.83279	1.0	481	0	-0.37235
SESN2	4	0.2321	0.29623	1.0	150	1	0.11773	0.82584	0.77121	1.0	450	0	0.11773
RPS3A	4	0.23587	0.29623	1.0	151	1	0.051054	0.77466	0.71056	1.0	416	0	0.051054
candidate515	5	0.23741	0.33157	1.0	152	1	0.02032	0.92544	0.9008	1.0	507	0	0.02032
candidate505	6	0.23766	0.39871	1.0	153	2	-0.0077931	0.23262	0.25973	0.898048	174	1	-0.0077931
candidate643	6	0.23998	0.39871	1.0	154	1	-0.062789	0.86282	0.82802	1.0	476	0	-0.062789
candidate593	5	0.24049	0.33157	1.0	155	1	-0.035234	0.049821	0.073109	0.686257	58	2	-0.035234
TSSBCL2L1	2	0.24158	0.27603	1.0	156	1	-0.3713	0.87442	0.8483	1.0	482	0	-0.3713
TSSADAT1	2	0.24225	0.27603	1.0	157	1	-0.29217	0.74246	0.70904	1.0	402	0	-0.29217
candidate794	3	0.25304	0.29486	1.0	158	1	-0.25702	0.73327	0.67329	1.0	398	0	-0.25702
TSSPPIL2	4	0.25451	0.31165	1.0	159	1	0.084079	0.62998	0.59934	1.0	338	0	0.084079
candidate606	3	0.25494	0.29487	1.0	160	1	0.21613	0.43491	0.42082	0.996151	243	1	0.21613
candidate658	5	0.25879	0.34794	1.0	161	1	-0.12163	0.84169	0.7879	1.0	463	0	-0.12163
TSSRPL8	2	0.26018	0.28744	1.0	162	1	-0.31541	0.85988	0.83477	1.0	474	0	-0.31541
candidate545	5	0.26331	0.34795	1.0	163	1	0.028446	0.92828	0.90081	1.0	510	0	0.028446
ATP7B	3	0.2667	0.30942	1.0	164	1	-0.23046	0.56834	0.54082	1.0	311	0	-0.23046
candidate786	6	0.27324	0.39872	1.0	165	1	-0.058779	0.80616	0.79199	1.0	434	0	-0.058779
TSSERCC1	3	0.27463	0.30943	1.0	166	1	-0.4785	0.42701	0.4054	0.996151	239	1	-0.4785
FBXL7	5	0.27673	0.36457	1.0	167	1	0.057584	0.12986	0.15352	0.776484	121	1	0.057584
NF1	5	0.27969	0.37219	1.0	168	1	-0.33436	0.92251	0.89554	1.0	505	0	-0.33436
BRCA2	4	0.28004	0.32663	1.0	169	1	0.12471	0.26432	0.27679	0.946352	184	1	0.12471
candidate654	4	0.28602	0.32663	1.0	170	1	-0.28719	0.89695	0.87764	1.0	491	0	-0.28719
RPS7	5	0.29141	0.3722	1.0	171	1	-0.21672	0.99381	0.9898	1.0	547	0	-0.21672
candidate690	4	0.29196	0.34184	1.0	172	1	0.026986	0.80011	0.7378	1.0	430	0	0.026986
PPAP2C	5	0.29287	0.3722	1.0	173	1	-0.20989	0.94122	0.92706	1.0	516	0	-0.20989
candidate624	4	0.29433	0.34184	1.0	174	1	-0.053172	0.79595	0.73252	1.0	428	0	-0.053172
RNF43	4	0.29787	0.34184	1.0	175	1	0.097169	0.0023004	0.0027778	0.34	5	2	0.097169
candidate601	4	0.30022	0.34184	1.0	176	1	-0.14485	0.91964	0.89681	1.0	503	0	-0.14485
candidate50	6	0.30868	0.41503	1.0	177	1	0.32705	0.11646	0.15947	0.787599	115	2	0.32705
TSSXPA	2	0.30886	0.35	1.0	178	0	0.027657	0.46647	0.43128	1.0	265	0	0.027657
candidate604	4	0.30957	0.35724	1.0	179	1	-0.054959	0.81955	0.7618	1.0	447	0	-0.054959
UCK1	3	0.31297	0.35198	1.0	180	1	-0.13497	0.087674	0.11005	0.723868	90	1	-0.13497
candidate74	5	0.31299	0.38891	1.0	181	1	0.54201	0.02923	0.046955	0.628046	38	3	0.54201
candidate667	4	0.31305	0.35724	1.0	182	1	0.098146	0.1645	0.18819	0.805404	140	1	0.098146
candidate508	4	0.3142	0.35725	1.0	183	1	-0.34844	0.98732	0.9817	1.0	543	0	-0.34844
CCND1	4	0.31536	0.35725	1.0	184	1	-0.28126	0.96831	0.95645	1.0	533	0	-0.28126
TSSMSMO1	2	0.31776	0.35551	1.0	185	0	-0.073298	0.40835	0.3885	0.996151	232	0	-0.073298
TSSRNF43	2	0.32029	0.36051	1.0	186	0	0.11069	0.11072	0.10414	0.723868	106	1	0.11069
candidate642	4	0.32112	0.37304	1.0	187	1	0.036241	0.4614	0.41334	0.996151	264	1	0.036241
BCL6B	2	0.32219	0.36603	1.0	188	0	-0.38693	0.92588	0.9144	1.0	508	0	-0.38693
candidate942	3	0.32278	0.36635	1.0	189	1	0.092754	0.49555	0.46942	1.0	275	0	0.092754
candidate697	5	0.32288	0.40557	1.0	190	1	0.055328	0.68721	0.66596	1.0	371	0	0.055328
candidate79	2	0.32408	0.36604	1.0	191	0	-0.26771	0.88995	0.86653	1.0	489	0	-0.26771
TSSTP53	2	0.32535	0.37144	1.0	192	0	0.17736	0.11361	0.10414	0.723868	113	1	0.17736
candidate748	2	0.32912	0.37145	1.0	193	0	-0.2417	0.91144	0.89953	1.0	501	0	-0.2417
RPL3	6	0.33204	0.43924	1.0	194	1	-0.065935	0.48718	0.4655	1.0	273	1	-0.065935
candidate554	4	0.33592	0.38848	1.0	195	1	-0.26741	0.51789	0.49372	1.0	285	1	-0.26741
RB1	4	0.33874	0.38848	1.0	196	1	0.3113	0.084102	0.10843	0.723868	88	2	0.3113
RPS19	4	0.34267	0.38849	1.0	197	1	-0.2942	0.84258	0.79367	1.0	465	0	-0.2942
TSSPPAP2C	3	0.3456	0.38746	1.0	198	1	-0.065069	0.21351	0.20994	0.845275	167	1	-0.065069
DNAH6	5	0.35458	0.42172	1.0	199	1	-0.020209	0.14986	0.17185	0.787599	131	2	-0.020209
candidate501	5	0.35862	0.42173	1.0	200	1	-0.034654	0.97415	0.96432	1.0	534	0	-0.034654
candidate683	3	0.3611	0.40191	1.0	201	1	0.3207	0.19771	0.19592	0.810667	157	1	0.3207
RPS26	4	0.36151	0.4041	1.0	202	1	-0.18115	0.88502	0.86002	1.0	487	0	-0.18115
TSSNF1	3	0.36195	0.40192	1.0	203	1	-0.42938	0.88357	0.86525	1.0	486	0	-0.42938
candidate557	5	0.36265	0.42173	1.0	204	1	-0.032869	0.43899	0.40476	0.996151	246	1	-0.032869
candidate949	4	0.36479	0.41183	1.0	205	1	0.24468	0.06846	0.082338	0.699874	71	2	0.24468
ATP7A	4	0.36589	0.41183	1.0	206	1	-0.059679	0.78209	0.7271	1.0	421	0	-0.059679
TSSKARS	2	0.37301	0.40436	1.0	207	0	-0.17323	0.71897	0.67835	1.0	393	0	-0.17323
RPL23	3	0.37382	0.42283	1.0	208	1	-0.010974	0.75507	0.69764	1.0	410	0	-0.010974
candidate585	4	0.37457	0.41184	1.0	209	1	0.007069	0.9069	0.88044	1.0	496	0	0.007069
PTEN	3	0.3755	0.42283	1.0	210	1	-0.26985	0.91054	0.88818	1.0	499	0	-0.26985
CLSTN3	4	0.37565	0.41184	1.0	211	1	0.11019	0.34602	0.31669	0.993924	206	1	0.11019
candidate617	4	0.38209	0.4205	1.0	212	1	-0.11833	0.64715	0.61948	1.0	346	0	-0.11833
candidate503	4	0.38636	0.42824	1.0	213	1	0.041685	0.83635	0.78906	1.0	459	0	0.041685
candidate977	4	0.38954	0.42825	1.0	214	1	0.11901	0.36261	0.33273	0.996151	213	1	0.11901
candidate602	6	0.39368	0.47178	1.0	215	1	-0.0012066	0.30868	0.37245	0.996151	194	1	-0.0012066
unknown466	4	0.40007	0.44412	1.0	216	1	0.03298	0.20402	0.23584	0.859512	160	1	0.03298
candidate520	3	0.4004	0.43726	1.0	217	1	-0.27363	0.51641	0.49602	1.0	284	0	-0.27363
SLC7A1	3	0.40285	0.43727	1.0	218	1	0.27047	0.54627	0.522	1.0	296	0	0.27047
SNAPC5	3	0.40936	0.44449	1.0	219	0	-0.10025	0.92366	0.9063	1.0	506	0	-0.10025
candidate764	2	0.41307	0.44748	1.0	220	0	0.099687	0.1237	0.10999	0.723868	118	1	0.099687
candidate946	4	0.41562	0.46787	1.0	221	1	-0.17939	0.85232	0.80604	1.0	471	0	-0.17939
candidate784	5	0.41565	0.47021	1.0	222	1	-0.021931	0.95025	0.93011	1.0	523	0	-0.021931
TSSUCK1	3	0.41582	0.45854	1.0	223	0	0.19096	0.65173	0.58825	1.0	351	0	0.19096
TSSEHMT2	4	0.41664	0.46787	1.0	224	1	-0.071255	0.8187	0.76179	1.0	445	0	-0.071255
candidate729	5	0.4169	0.47021	1.0	225	1	-0.11601	0.72533	0.70117	1.0	396	0	-0.11601
PCDHGC4	3	0.41742	0.45855	1.0	226	0	-0.013997	0.19672	0.19592	0.810667	155	1	-0.013997
candidate541	4	0.41766	0.46787	1.0	227	1	-0.14247	0.77516	0.71056	1.0	417	0	-0.14247
candidate613	4	0.42276	0.46788	1.0	228	1	-0.056643	0.59142	0.57072	1.0	324	0	-0.056643
TSSPLXNB2	3	0.42621	0.47859	1.0	229	0	0.34133	0.23778	0.22439	0.858314	177	1	0.34133
TSSGRIA2	4	0.42682	0.47606	1.0	230	1	0.2756	0.04968	0.048232	0.628046	57	2	0.2756
candidate684	4	0.42884	0.47606	1.0	231	1	-0.025558	0.33705	0.30056	0.971512	202	1	-0.025558
candidate759	6	0.42919	0.50367	1.0	232	1	0.25286	0.20616	0.23329	0.859512	162	2	0.25286
candidate957	5	0.4317	0.49477	1.0	233	1	0.10396	0.68569	0.66595	1.0	370	0	0.10396
candidate691	4	0.43386	0.47607	1.0	234	1	0.067783	0.68034	0.65164	1.0	366	0	0.067783
candidate65	6	0.43494	0.50368	1.0	235	1	-0.094255	0.2064	0.23329	0.859512	163	1	-0.094255
candidate790	5	0.43657	0.49477	1.0	236	1	-0.035048	0.47316	0.44692	1.0	267	1	-0.035048
candidate590	4	0.43686	0.47607	1.0	237	1	0.38942	0.032595	0.044281	0.628046	43	2	0.38942
candidate757	5	0.4402	0.49478	1.0	238	1	0.16176	0.28703	0.32051	0.995708	186	1	0.16176
RPL37	4	0.44283	0.4915	1.0	239	1	-0.072799	0.61894	0.59242	1.0	333	0	-0.072799
TSSEIF5B	3	0.44741	0.50561	1.0	240	0	-0.062989	0.70617	0.63254	1.0	380	0	-0.062989
candidate67	2	0.45123	0.48822	1.0	241	0	-0.0093402	0.47596	0.44161	1.0	268	0	-0.0093402
candidate992	4	0.45168	0.49151	1.0	242	1	-0.05407	0.18444	0.21992	0.857267	150	1	-0.05407
candidate631	7	0.45188	0.55332	1.0	243	1	0.14964	0.3967	0.46827	1.0	229	1	0.14964
candidate558	6	0.45329	0.53592	1.0	244	1	0.23509	0.30017	0.37245	0.996151	191	1	0.23509
candidate570	4	0.45364	0.49151	1.0	245	1	0.0045364	0.043033	0.048232	0.628046	53	1	0.0045364
BCL2L1	3	0.45436	0.51224	1.0	246	0	-0.07289	0.3551	0.32607	0.996151	208	1	-0.07289
candidate591	5	0.45806	0.51111	1.0	247	1	-0.14379	0.34915	0.37219	0.996151	207	1	-0.14379
